map_id,run_index,true_creator,llm_believed_creator,llm_believed_creator_raw,parsed_ok,confidence_level,enjoyment,difficulty,frustration,novelty,aesthetics,reasoning,error,map_status
5Au4nrI2,8,Human,Human,Human-designed,True,2.0,4.0,3.0,2.0,2.0,4.0,"The puzzle appears simple but uses space constraints effectively, requiring thoughtful sequencing which implies deliberate human design.",,ok
5Au4nrI2,9,Human,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,3.0,The puzzle has a clear flow and intentional interactions that feel crafted rather than randomly generated.,,ok
5Au4nrI2,10,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"The puzzle requires thinking a few steps ahead to avoid trapping boxes, which suggests a human's touch.",,ok
5Au4nrI2,11,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,1.0,4.0,"The puzzle is a classic small-room shuffle that requires careful ordering, a common human design pattern.",,ok
5Au4nrI2,12,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a straightforward, almost tutorial-like quality, guiding the player through a logical sequence of pushes.",,ok
5Au4nrI2,13,Human,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle has an asymmetric, somewhat random layout with large empty areas that don't contribute to the solving process.",,ok
5Au4nrI2,14,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,3.0,4.0,"The puzzle's solution felt like a sequence of deliberate and logical steps, characteristic of human design.",,ok
5Au4nrI2,15,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,2.0,"It feels like a classic, introductory Sokoban level centered on a specific box-ordering task.",,ok
5Au4nrI2,16,Human,Human,Human-designed,True,2.0,4.0,2.0,1.0,2.0,4.0,"The puzzle's solution has a nice, fluid path that teaches sequencing without being overly complex or random.",,ok
5Au4nrI2,17,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,3.0,The puzzle has a straightforward and understandable solution path which feels deliberately crafted for a player to solve.,,ok
5Au4nrI2,18,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle has a logical flow designed for a smooth, progressive learning experience, typical of human design.",,ok
5Au4nrI2,19,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,The puzzle has a clear flow and a specific intended solution path that feels deliberately crafted for players.,,ok
5Au4nrI2,20,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The level lacks clever tricks or misdirection typical of human design, feeling more like a basic functional exercise.",,ok
5iXJGqnK,1,AI,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple, serving as a basic introduction to Sokoban mechanics rather than presenting a unique challenge.",,ok
5iXJGqnK,2,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,2.0,"The puzzle is a basic but logical sequence of clearing space, which suggests intentional human design for learning. It doesn't have the complexity or strange layouts I'd expect from an AI.",,ok
5iXJGqnK,3,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,2.0,"The puzzle required simple foresight and sequential moves, common traits of human design for introducing mechanics.",,ok
5iXJGqnK,4,AI,Human,Human-designed,True,2.0,4.0,2.0,1.0,2.0,3.0,"The puzzle requires specific sequencing and forethought, particularly in how the bottom boxes are moved to allow access.",,ok
5iXJGqnK,5,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,3.0,"The puzzle divides into sub-problems, suggesting a human designer's thought process.",,ok
5iXJGqnK,6,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,"The puzzle requires thinking about box placement orders, indicating a deliberate design intended to guide the player's thoughts.",,ok
5iXJGqnK,7,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle solution requires a clear, logical sequence of steps, which feels intentionally designed by a human.",,ok
5iXJGqnK,8,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,The puzzle's solution felt extremely linear and lacked any interesting interactions or difficulty.,,ok
5iXJGqnK,9,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle's layout and solution are very traditional, serving as a clean, simple introduction to the game's mechanics.",,ok
5iXJGqnK,10,AI,AI,AI-generated,True,2.0,3.0,2.0,1.0,1.0,2.0,"The puzzle feels like a collection of components rather than a holistic, aesthetically pleasing design.",,ok
5iXJGqnK,11,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle required understanding the specific order of operations, which is a classic human puzzle design philosophy.",,ok
5iXJGqnK,12,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,2.0,"The puzzle requires a specific, logical sequence of steps, typical of human design meant to teach a concept.",,ok
5iXJGqnK,13,AI,Human,Human-designed,True,2.0,4.0,3.0,1.0,2.0,3.0,The puzzle requires planning and sequencing that feels intentional and designed for a human to solve.,,ok
5iXJGqnK,14,AI,Human,Human-designed,True,2.0,4.0,2.0,1.0,2.0,4.0,"The puzzle has a simple, logical flow and an almost tutorial-like feel, suggesting a human designed it.",,ok
5iXJGqnK,15,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"It featured a distinct critical path, where solving one section unlocked the ability to solve the next.",,ok
5iXJGqnK,16,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle's logic, requiring temporary box placement to create paths, feels like intentional human puzzle crafting.",,ok
5iXJGqnK,17,AI,AI,AI-generated,True,1.0,3.0,2.0,1.0,1.0,2.0,The puzzle presents a basic challenge without any unique flair or specific design philosophy guiding it.,,ok
5iXJGqnK,18,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle lacks thematic design or a core 'aha' moment, just direct pushing actions from start to finish.",,ok
5iXJGqnK,19,AI,Human,Human-designed,True,2.0,4.0,2.0,1.0,1.0,4.0,"The puzzle feels like a classic, well-structured introduction, with a clear and smooth sequence of moves.",,ok
5iXJGqnK,20,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle's solution path is clearly deliberate, requiring a human-like flow of logic to solve. The difficulty ramps up perfectly.",,ok
73sJaNBn,1,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle's simple, symmetrical layout and straightforward solution path feel intentional and typical of human design.",,ok
73sJaNBn,2,Human,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,The level lacks a distinct clever trick or 'aha' moment often found in human-made puzzles.,,ok
73sJaNBn,3,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,This puzzle feels more like a tutorial than a real level; there's no challenge or thinking required.,,ok
73sJaNBn,4,Human,AI,AI-generated,True,2.0,3.0,1.0,1.0,1.0,2.0,"The puzzle has a straightforward solution with three independent box paths, which feels systematic and less creative.",,ok
73sJaNBn,5,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is symmetrical and solved with simple, direct pushes, lacking the intricate dependencies often found in human designs.",,ok
73sJaNBn,6,Human,AI,AI-generated,True,3.0,3.0,2.0,1.0,4.0,3.0,The ten goals for three boxes feels like a mathematical problem rather than a crafted human experience.,,ok
73sJaNBn,7,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a basic introductory level, intentionally designed to teach fundamental movement without any complex interactions.",,ok
73sJaNBn,8,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The structure is very basic, with boxes and goals placed symmetrically in an uninspired arrangement.",,ok
73sJaNBn,9,Human,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,"It's a fundamentally broken puzzle with three boxes for eight goals, a mistake a human designer would not make.",,ok
73sJaNBn,10,Human,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,4.0,"The puzzle focuses on a specific, recognizable human logic trap: ordering boxes correctly within a tight space.",,ok
73sJaNBn,11,Human,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is a basic, symmetrical layout without any surprising or nuanced design elements.",,ok
73sJaNBn,12,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple with a straightforward, brute-force solution that lacks any clever human design.",,ok
73sJaNBn,13,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,3.0,5.0,"The level's symmetrical layout and elegant, flowing solution suggest human design with aesthetic intent.",,ok
73sJaNBn,14,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle solution is direct and mechanical, lacking clever misdirection or a satisfying 'aha' moment.",,ok
73sJaNBn,15,Human,Human,Human-designed,True,3.0,4.0,3.0,2.0,3.0,4.0,"It feels like a tutorial for a concept; getting boxes arranged along a single-tile-wide corridor, which suggests human intent.",,ok
73sJaNBn,16,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle's solution has a nice, rotational flow that feels guided and intentional, unlike a brute-forced design.",,ok
73sJaNBn,17,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle is a basic but elegant demonstration of how boxes can block other boxes, a classic human design.",,ok
73sJaNBn,18,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a simple, deliberate flow requiring a specific order of operations, typical of human design.",,ok
73sJaNBn,19,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,4.0,"This puzzle feels like a classic introduction. It has symmetrical box placements and a methodical, logical flow.",,ok
73sJaNBn,20,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,2.0,The puzzle is a simple exercise in navigating tight spaces without any truly convoluted or surprising steps.,,ok
79DSy6TF,1,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is a classic, simple Sokoban setup that teaches the basic concept of irreversible moves.",,ok
79DSy6TF,2,AI,Human,Human-designed,True,3.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is extremely simple and perfectly symmetrical, serving as a clear tutorial on splitting boxes, which is a common human design pattern for early levels.",,ok
79DSy6TF,3,AI,Human,Human-designed,True,2.0,2.0,1.0,1.0,1.0,3.0,The puzzle's extreme simplicity and direct solution path feel like a tutorial level made by a human developer.,,ok
79DSy6TF,4,AI,AI,AI-generated,True,3.0,1.0,1.0,4.0,1.0,1.0,This puzzle is technically impossible because it has four goals but only two boxes to place on them.,,ok
79DSy6TF,5,AI,Human,Human-designed,True,3.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is extremely simple and symmetrical, serving as a basic introduction to the game's concepts.",,ok
79DSy6TF,6,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,This puzzle is a straightforward exercise with a simple layout and no challenging interactions.,,ok
79DSy6TF,7,AI,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,3.0,"This puzzle is incredibly simple and lacks any tricks, giving it a very basic, almost procedural feel.",,ok
79DSy6TF,8,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is simple, symmetrical, and teaches a basic Sokoban concept, which feels like a human tutorial level.",,ok
79DSy6TF,9,AI,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,This puzzle is fundamentally unsolvable from the start which suggests a generation error rather than intentional human design.,,ok
79DSy6TF,10,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and symmetrical, lacking any creative challenge or human touch.",,ok
79DSy6TF,11,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely basic, lacking any discernible design intricacy or cleverness, suggesting a simple procedural generation.",,ok
79DSy6TF,12,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a simple, symmetrical concept designed to teach the player basic movement and box isolation.",,ok
79DSy6TF,13,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle is a classic, simple setup that requires a non-obvious first move to succeed.",,ok
79DSy6TF,14,AI,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,4.0,"The puzzle feels like an introductory level, teaching players the basic movements in a simple, symmetrical layout.",,ok
79DSy6TF,15,AI,Human,Human-designed,True,2.0,4.0,1.0,1.0,2.0,4.0,"The puzzle has a simple, intentional design that teaches a basic maneuver without unnecessary complexity.",,ok
79DSy6TF,16,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a basic introductory problem demonstrating box separation, a common human-designed teaching concept.",,ok
79DSy6TF,17,AI,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is a basic introductory level, designed to teach the fundamentals of pushing boxes onto goals.",,ok
79DSy6TF,18,AI,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a basic introductory level, intentionally designed for a new player to learn mechanics.",,ok
79DSy6TF,19,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and symmetrical, lacking any clever tricks or required planning, which suggests an automated process.",,ok
79DSy6TF,20,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is a simple, symmetrical, classic introductory Sokoban level designed to teach basic movement and box placement.",,ok
7V2mu5KA,1,Human,Human,Human-designed,True,3.0,5.0,2.0,1.0,3.0,5.0,"The puzzle's elegant, symmetrical design and single clear 'aha' moment feel intentionally crafted for a player's satisfaction.",,ok
7V2mu5KA,2,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,5.0,"The puzzle's symmetrical design and focused, simple core idea feel more deliberate than randomly generated.",,ok
7V2mu5KA,3,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,4.0,The puzzle is highly symmetrical; it feels like it was designed as a simple but elegant tutorial level.,,ok
7V2mu5KA,4,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,2.0,"The puzzle focuses on a simple, classic Sokoban interaction: shuffling boxes in a tight space, which feels human-authored.",,ok
7V2mu5KA,5,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,2.0,4.0,"The puzzle has a simple concept of moving boxes as pairs, which points toward a human design focus.",,ok
7V2mu5KA,6,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is a simple teaching level focused on push order, a common human design pattern.",,ok
7V2mu5KA,7,Human,AI,AI-generated,True,2.0,4.0,1.0,1.0,1.0,4.0,It feels very simple and its perfect symmetry makes it seem procedurally generated rather than cleverly designed.,,ok
7V2mu5KA,8,Human,AI,AI-generated,True,1.0,3.0,2.0,1.0,1.0,2.0,"The puzzle's small, symmetrical layout and straightforward logic feel mechanically generated rather than artistically designed by a person.",,ok
7V2mu5KA,9,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,4.0,"The puzzle feels like an introductory lesson on managing boxes in pairs and not blocking pathways, a human touch.",,ok
7V2mu5KA,10,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,1.0,3.0,"The puzzle has a simple, symmetrical layout and a very methodical, sequential solution which feels intentional.",,ok
7V2mu5KA,11,Human,AI,AI-generated,True,2.0,3.0,2.0,1.0,1.0,4.0,The puzzle's symmetry and straightforward solution lack the clever twists or unusual layouts often found in human-designed challenges.,,ok
7V2mu5KA,12,Human,Human,Human-designed,True,3.0,4.0,4.0,2.0,3.0,5.0,The puzzle's elegant symmetry and focus on a central solving area suggest deliberate human crafting for a solvable challenge.,,ok
7V2mu5KA,13,Human,Human,Human-designed,True,3.0,4.0,1.0,1.0,1.0,3.0,"The puzzle has a deliberate, clean solution path and a symmetrical feel that suggests intentional design.",,ok
7V2mu5KA,14,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is simple and symmetrical, solved with no backtracking, resembling basic training patterns.",,ok
7V2mu5KA,15,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle has a simple, clean layout and a straightforward solution path that feels intentional.",,ok
7V2mu5KA,16,Human,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is overly simple, with no real traps or planning needed, resembling an uninspired introductory level.",,ok
7V2mu5KA,17,Human,Human,Human-designed,True,3.0,4.0,3.0,2.0,4.0,4.0,"The puzzle is built around a single, elegant trick: using one goal as a temporary holding spot. This points to a human designer's clever misdirection.",,ok
7V2mu5KA,18,Human,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,4.0,"The puzzle is a compact, classic Sokoban problem relying on interdependent pushes and careful sequencing.",,ok
7V2mu5KA,19,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"It presents a classic Sokoban setup requiring a specific, discoverable sequence, a common trait in human design.",,ok
7V2mu5KA,20,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,"The puzzle's solution path feels deliberately crafted and requires thinking several moves ahead, a human design trait.",,ok
8Ua6YU1D,1,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is very small, symmetrical, and presents no real obstacles or complex interactions, making it seem machine-generated.",,ok
8Ua6YU1D,2,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle was solved in two moves and had zero challenge; it felt like a randomly generated, uncurated level.",,ok
8Ua6YU1D,3,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"It's extremely simple, with no tricks or difficult maneuvers, making it feel like a basic tutorial level.",,ok
8Ua6YU1D,4,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,"The puzzle seems like a simple, introductory level meant to teach basic push mechanics without being too complex.",,ok
8Ua6YU1D,5,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"The puzzle is trivial, lacking any complexity, tricks, or cleverness that would suggest a human designer's touch.",,ok
8Ua6YU1D,6,Human,AI,AI-generated,True,2.0,1.0,1.0,3.0,1.0,1.0,"The puzzle is trivial and appears unsolvable, which feels like a mistake an AI might make.",,ok
8Ua6YU1D,7,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,3.0,4.0,"The puzzle has a clear, elegant solution path with just enough steps to be a satisfying micro-puzzle.",,ok
8Ua6YU1D,8,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"The puzzle is so rudimentary it barely registers as a challenge, resembling a tutorial step more than a designed level.",,ok
8Ua6YU1D,9,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"This level is extremely simple and can be solved with just a few direct pushes, showing no sign of thoughtful design.",,ok
8Ua6YU1D,10,Human,Human,Human-designed,True,3.0,2.0,1.0,1.0,2.0,3.0,"The puzzle demonstrates a specific, intentional interaction that a human designer would likely create for a clever solution.",,ok
8Ua6YU1D,11,Human,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,2.0,The layout is very basic and lacks the cleverness or thematic design a human often builds into a puzzle.,,ok
8Ua6YU1D,12,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,2.0,The puzzle is simple and teaches a fundamental concept: move one box completely before another.,,ok
